Type,Date,Price
Growth Fund,4/25/2003,7.0810
Growth Fund,4/28/2003,7.1240
Growth Fund,4/29/2003,7.2230
Growth Fund,4/30/2003,7.2760
Growth Fund,5/1/2003,7.2760
Growth Fund,5/2/2003,7.3360
Growth Fund,5/5/2003,7.3840
Growth Fund,5/6/2003,7.4500
Growth Fund,5/7/2003,7.4500
Growth Fund,5/8/2003,7.4500
Growth Fund,5/9/2003,7.4660
Growth Fund,5/12/2003,7.5370
Growth Fund,5/13/2003,7.5360
Growth Fund,5/14/2003,7.5290
Growth Fund,5/15/2003,7.5440
Growth Fund,5/16/2003,7.5540
Growth Fund,5/19/2003,7.4790
Growth Fund,5/20/2003,7.4740
Growth Fund,5/21/2003,7.4720
Growth Fund,5/22/2003,7.5340
Growth Fund,5/23/2003,7.6160
Growth Fund,5/26/2003,7.6740
Growth Fund,5/27/2003,7.6630
Growth Fund,5/28/2003,7.6900
Growth Fund,5/29/2003,7.7220
Growth Fund,5/30/2003,7.7310
Growth Fund,6/2/2003,7.8330
Growth Fund,6/3/2003,7.8250
Growth Fund,6/4/2003,7.8250
Growth Fund,6/5/2003,7.9150
Growth Fund,6/6/2003,7.9290
Growth Fund,6/9/2003,7.9320
Growth Fund,6/10/2003,7.9370
Growth Fund,6/11/2003,7.9900
Growth Fund,6/12/2003,8.0290
Growth Fund,6/13/2003,8.0420
Growth Fund,6/16/2003,8.0730
Growth Fund,6/17/2003,8.1450
Growth Fund,6/18/2003,8.1160
Growth Fund,6/19/2003,8.0830
Growth Fund,6/20/2003,8.0790
Growth Fund,6/23/2003,7.9760
Growth Fund,6/24/2003,7.9050
Growth Fund,6/25/2003,7.9280
Growth Fund,6/26/2003,7.9070
Growth Fund,6/27/2003,7.9260
Growth Fund,6/30/2003,7.8900
Growth Fund,7/1/2003,7.8900
Growth Fund,7/2/2003,8.0160
Growth Fund,7/3/2003,8.0500
Growth Fund,7/4/2003,8.0310
Growth Fund,7/7/2003,8.1480
Growth Fund,7/8/2003,8.1820
Growth Fund,7/9/2003,8.1860
Growth Fund,7/10/2003,8.1350
Growth Fund,7/11/2003,8.1060
Growth Fund,7/14/2003,8.2130
Growth Fund,7/15/2003,8.1930
Growth Fund,7/16/2003,8.1810
Growth Fund,7/17/2003,8.0790
Growth Fund,7/18/2003,8.1040
Growth Fund,7/21/2003,8.0720
Growth Fund,7/22/2003,8.0560
Growth Fund,7/23/2003,8.0620
Growth Fund,7/24/2003,8.1020
Growth Fund,7/25/2003,8.1430
Growth Fund,7/28/2003,8.2120
Growth Fund,7/29/2003,8.2010
Growth Fund,7/30/2003,8.1310
Growth Fund,7/31/2003,8.1360
Growth Fund,8/1/2003,8.1500
Growth Fund,8/4/2003,8.1230
Growth Fund,8/5/2003,8.0880
Growth Fund,8/6/2003,8.0170
Growth Fund,8/7/2003,8.0360
Growth Fund,8/8/2003,8.0490
Growth Fund,8/11/2003,8.1130
Growth Fund,8/12/2003,8.1670
Growth Fund,8/13/2003,8.2210
Growth Fund,8/14/2003,8.2820
Growth Fund,8/15/2003,8.2920
Growth Fund,8/18/2003,8.3430
Growth Fund,8/19/2003,8.3570
Growth Fund,8/20/2003,8.3960
Growth Fund,8/21/2003,8.4620
Growth Fund,8/22/2003,8.4780
Growth Fund,8/25/2003,8.4690
Growth Fund,8/26/2003,8.4310
Growth Fund,8/27/2003,8.4320
Growth Fund,8/28/2003,8.4530
Growth Fund,8/29/2003,8.5390
Growth Fund,9/1/2003,8.6160
Growth Fund,9/2/2003,8.6440
Growth Fund,9/3/2003,8.7280
Growth Fund,9/4/2003,8.7460
Growth Fund,9/5/2003,8.7450
Growth Fund,9/8/2003,8.7770
Growth Fund,9/9/2003,8.7540
Growth Fund,9/10/2003,8.6390
Growth Fund,9/11/2003,8.6470
Growth Fund,9/12/2003,8.6470
Growth Fund,9/15/2003,8.6960
Growth Fund,9/16/2003,8.7810
Growth Fund,9/17/2003,8.8260
Growth Fund,9/18/2003,8.8480
Growth Fund,9/19/2003,8.8010
Growth Fund,9/22/2003,8.7250
Growth Fund,9/23/2003,8.7300
Growth Fund,9/24/2003,8.8230
Growth Fund,9/25/2003,8.7480
Growth Fund,9/26/2003,8.7140
Growth Fund,9/29/2003,8.6940
Growth Fund,9/30/2003,8.6840
Growth Fund,10/1/2003,8.6840
Growth Fund,10/2/2003,8.8980
Growth Fund,10/3/2003,8.9500
Growth Fund,10/6/2003,9.0020
Growth Fund,10/7/2003,9.0350
Growth Fund,10/8/2003,8.9990
Growth Fund,10/9/2003,9.0640
Growth Fund,10/10/2003,9.1500
Growth Fund,10/13/2003,9.1840
Growth Fund,10/14/2003,9.1730
Growth Fund,10/15/2003,9.2030
Growth Fund,10/16/2003,9.2400
Growth Fund,10/17/2003,9.2200
Growth Fund,10/20/2003,9.2580
Growth Fund,10/21/2003,9.2870
Growth Fund,10/22/2003,9.2240
Growth Fund,10/23/2003,9.0040
Growth Fund,10/24/2003,9.0090
Growth Fund,10/27/2003,9.0500
Growth Fund,10/28/2003,9.1770
Growth Fund,10/29/2003,9.2280
Growth Fund,10/30/2003,9.2300
Growth Fund,10/31/2003,9.2020
Growth Fund,11/3/2003,9.2390
Growth Fund,11/4/2003,9.3150
Growth Fund,11/5/2003,9.2920
Growth Fund,11/6/2003,9.1940
Growth Fund,11/7/2003,9.2480
Growth Fund,11/10/2003,9.1810
Growth Fund,11/11/2003,9.0920
Growth Fund,11/12/2003,9.1240
Growth Fund,11/13/2003,9.2300
